step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud
370,CASH_OUT,59701.48,C1895258145,0.0,0.0,C812932220,4014345.2,4074046.68,0
162,PAYMENT,8690.72,C437213931,0.0,0.0,M1070879505,0.0,0.0,0
383,CASH_IN,269458.74,C2001847112,1620984.19,1890442.93,C615961738,3278003.33,3008544.59,0
140,TRANSFER,6783.47,C2103265286,6783.47,0.0,C1983881188,0.0,0.0,1
217,CASH_OUT,54155.35,C784392786,0.0,0.0,C139154104,605728.05,659883.4,0
259,CASH_IN,89635.67,C130985887,1555443.85,1645079.52,C406962788,307037.27,217401.6,0
349,CASH_OUT,222401.56,C1341650948,0.0,0.0,C844769680,1312872.94,1535274.51,0
9,PAYMENT,20881.16,C1715666403,133601.0,112719.84,M1480459528,0.0,0.0,0
346,PAYMENT,28108.19,C1256761360,49758.0,21649.81,M1299290734,0.0,0.0,0
520,TRANSFER,3283695.97,C649961237,3283695.97,0.0,C1812152397,0.0,0.0,1
686,CASH_OUT,1637875.33,C1616830000,1637875.33,0.0,C682431891,2042965.58,3680840.92,1
47,PAYMENT,2936.62,C1909666189,23256.0,20319.38,M558573465,0.0,0.0,0
143,CASH_OUT,95056.37,C461971513,0.0,0.0,C129879292,139399.64,234456.02,0
310,CASH_OUT,176210.43,C162249478,60123.0,0.0,C1673081192,1003934.38,1180144.8,0
155,PAYMENT,24087.82,C1194419716,22036.0,0.0,M115055565,0.0,0.0,0
403,CASH_IN,58110.4,C1053698075,800009.12,858119.52,C1601505473,123367.42,65257.02,0
249,PAYMENT,7265.88,C858473594,26104.0,18838.12,M1502507264,0.0,0.0,0
324,CASH_OUT,141477.32,C184581178,21382.0,0.0,C1601049602,0.0,141477.32,0
178,CASH_IN,67484.66,C766473125,14433.0,81917.66,C1020763984,957600.1,890115.44,0
401,CASH_IN,189435.56,C652936972,7969863.83,8159299.39,C749333965,2437772.75,2248337.19,0
37,CASH_OUT,196990.67,C116288791,127376.0,0.0,C1743534318,530646.1,727636.77,0
369,PAYMENT,6433.62,C35411428,0.0,0.0,M739246533,0.0,0.0,0
130,PAYMENT,50571.47,C1963669919,5705.0,0.0,M576454264,0.0,0.0,0
451,PAYMENT,4346.3,C1098445776,205752.03,201405.73,M1076747763,0.0,0.0,0
251,CASH_OUT,62116.91,C1213220693,15756.0,0.0,C396562704,697373.31,759490.22,0
692,TRANSFER,549419.34,C1959587829,0.0,0.0,C1192959046,1428192.98,1977612.32,0
690,TRANSFER,3887853.15,C804681656,3887853.15,0.0,C753327300,0.0,0.0,1
283,CASH_IN,102121.9,C1002082318,4731722.05,4833843.95,C432888329,870955.7,768833.8,0
278,CASH_OUT,73080.71,C228261475,25144.0,0.0,C1431894307,1228015.76,1301096.48,0
687,PAYMENT,13320.69,C898946544,14525.0,1204.31,M588920740,0.0,0.0,0
225,PAYMENT,7454.93,C923071097,11130.0,3675.07,M186570684,0.0,0.0,0
14,PAYMENT,1497.84,C1045792321,0.0,0.0,M1617556737,0.0,0.0,0
44,CASH_IN,17691.73,C506841785,72749.0,90440.73,C310160924,948595.82,907389.01,0
10,CASH_IN,142070.73,C1299270908,2537.0,144607.73,C2034460325,2885909.67,1974924.53,0
160,DEBIT,1781.28,C5230424,33714.0,31932.72,C302061911,2880546.71,2882328.0,0
187,PAYMENT,5344.93,C199479363,16809.0,11464.07,M1111648532,0.0,0.0,0
578,CASH_OUT,978103.4,C1183549962,978103.4,0.0,C481798847,0.0,978103.4,1
394,CASH_IN,82523.66,C1451699624,3263832.25,3346355.91,C1291988917,116320.66,33797.0,0
355,CASH_IN,146903.56,C586243692,2051065.99,2197969.56,C44881505,2967654.24,2820750.68,0
202,CASH_IN,46712.57,C8543362,22039.0,68751.57,C1364603342,546494.19,499781.62,0
206,CASH_OUT,193469.95,C585065215,10437.0,0.0,C2125283190,0.0,193469.95,0
19,CASH_OUT,32379.39,C1887908053,0.0,0.0,C336384697,1802505.84,1756719.4,0
136,CASH_OUT,59842.7,C1890045538,0.0,0.0,C212840933,415424.64,475267.34,0
526,CASH_OUT,200008.33,C1319949415,200008.33,0.0,C1382326459,2959887.83,3159896.16,1
371,TRANSFER,101608.14,C2062344017,0.0,0.0,C1968091321,157539.68,259147.81,0
180,CASH_IN,387997.92,C1232292424,10302.0,398299.92,C1717270024,95353.07,0.0,0
277,CASH_IN,221811.36,C2090952797,99975.0,321786.36,C778354378,146815.87,0.0,0
253,PAYMENT,18160.53,C1180660812,7306.74,0.0,M901748928,0.0,0.0,0
44,PAYMENT,1663.59,C932157874,96500.8,94837.21,M1477341818,0.0,0.0,0
189,TRANSFER,121579.98,C1949146273,121579.98,0.0,C979925906,0.0,0.0,1
305,PAYMENT,6361.23,C510497487,0.0,0.0,M1222372944,0.0,0.0,0
15,CASH_IN,215311.89,C71357345,471701.0,687012.89,C628394821,15845.99,0.0,0
305,CASH_OUT,102953.38,C510315383,111563.0,8609.62,C1134994820,70850.81,173804.19,0
41,PAYMENT,5425.62,C1364450879,0.0,0.0,M942053859,0.0,0.0,0
392,CASH_OUT,251832.96,C370765252,251832.96,0.0,C303305963,392591.73,644424.68,1
227,PAYMENT,2449.92,C2083177945,11356.0,8906.08,M1124377479,0.0,0.0,0
18,CASH_OUT,303879.88,C800528672,0.0,0.0,C1777365519,472077.1,1017320.13,0
275,CASH_OUT,141894.97,C1680828006,4311.0,0.0,C1380090822,1619986.88,1761881.85,0
15,TRANSFER,59385.67,C1275373422,59385.67,0.0,C1704707395,0.0,0.0,1
35,CASH_OUT,210523.05,C579856876,0.0,0.0,C358187880,1889718.9,2100241.95,0
492,PAYMENT,3134.2,C2040423524,58160.3,55026.1,M1540232752,0.0,0.0,0
53,TRANSFER,3640271.29,C1285761418,3640271.29,0.0,C2028641482,0.0,0.0,1
135,CASH_OUT,213716.33,C223378739,701.0,0.0,C456443821,3619768.93,3833485.26,0
214,PAYMENT,3649.78,C825231842,180941.0,177291.22,M504747847,0.0,0.0,0
567,CASH_IN,61222.64,C1737491858,180.0,61402.64,C537790602,5224852.48,5163629.84,0
227,TRANSFER,210.92,C1016626170,210.92,0.0,C2092694129,0.0,0.0,1
137,PAYMENT,4420.41,C456383413,235.0,0.0,M1956853335,0.0,0.0,0
353,CASH_OUT,39357.64,C441061018,0.0,0.0,C1439365160,271715.87,311073.51,0
338,CASH_OUT,143340.15,C1451066476,143340.15,0.0,C91478894,459383.83,602723.98,1
179,CASH_OUT,125429.54,C1193808530,60187.0,0.0,C1048919435,0.0,125429.54,0
385,TRANSFER,620512.76,C580395183,620512.76,0.0,C399005937,0.0,0.0,1
159,CASH_OUT,169206.69,C1249765433,0.0,0.0,C363516108,2440089.43,2609296.12,0
252,PAYMENT,35388.85,C2114276279,8649.32,0.0,M1374939667,0.0,0.0,0
285,TRANSFER,1421665.98,C1217403648,1421665.98,0.0,C483706610,0.0,0.0,1
285,CASH_OUT,162289.76,C561137818,14209.0,0.0,C1195730315,983510.06,1145799.82,0
219,TRANSFER,555731.98,C2046149869,555731.98,0.0,C1910853781,0.0,0.0,1
594,PAYMENT,932.62,C364661210,144778.74,143846.12,M264393485,0.0,0.0,0
327,PAYMENT,17801.9,C1232514497,0.0,0.0,M2134417463,0.0,0.0,0
234,CASH_OUT,32699.98,C1733641575,189793.0,157093.02,C569511183,155444.48,188144.45,0
156,CASH_OUT,2807.5,C1863866729,101.0,0.0,C780450336,0.0,2807.5,0
190,PAYMENT,2004.86,C648237409,444.0,0.0,M1439469443,0.0,0.0,0
400,CASH_IN,40783.97,C843548160,1073057.33,1113841.3,C452045596,984908.95,944124.98,0
230,CASH_OUT,371859.26,C1083709551,0.0,0.0,C638630829,15574090.45,15945949.71,0
401,CASH_IN,392960.95,C40389933,1296219.59,1689180.54,C670177943,22401791.07,29642500.48,0
228,CASH_OUT,87997.66,C1297241988,0.0,0.0,C81942206,106820.89,280915.06,0
522,PAYMENT,2078.78,C845616412,59594.0,57515.22,M1064851034,0.0,0.0,0
334,PAYMENT,25619.72,C1690808168,35779.0,10159.28,M340566977,0.0,0.0,0
307,CASH_IN,249899.09,C1235917397,13019768.06,13269667.15,C1050625178,1489236.3,1239337.21,0
19,CASH_OUT,2276.63,C1406798404,0.0,0.0,C26136658,0.0,2276.63,0
235,PAYMENT,6385.11,C1589617604,0.0,0.0,M579294195,0.0,0.0,0
333,TRANSFER,3880630.01,C984350465,0.0,0.0,C643653383,7878970.78,11759600.79,0
201,CASH_OUT,130230.35,C779277970,1027.0,0.0,C692928820,578803.32,709033.68,0
176,TRANSFER,455709.8,C1919843108,455709.8,0.0,C69123397,0.0,0.0,1
249,CASH_OUT,405445.47,C826242511,27995.0,0.0,C2090867248,409057.66,814503.12,0
20,PAYMENT,10742.65,C1972829717,53935.0,43192.35,M462177198,0.0,0.0,0
154,PAYMENT,7739.86,C409881166,0.0,0.0,M1823815024,0.0,0.0,0
37,PAYMENT,32675.44,C1274664991,298569.0,265893.56,M2099527977,0.0,0.0,0
282,CASH_OUT,167689.95,C622597241,0.0,0.0,C778434110,351705.21,519395.16,0
328,CASH_OUT,32587.36,C683250716,0.0,0.0,C1593211008,375724.05,408311.4,0
180,CASH_OUT,87834.63,C291425397,10473.0,0.0,C912970478,153769.82,241604.46,0
353,CASH_OUT,219023.06,C1118336240,117908.0,0.0,C728736520,6294307.86,6513330.91,0
311,PAYMENT,16508.11,C464963287,0.0,0.0,M1017619715,0.0,0.0,0
45,PAYMENT,7529.29,C606804748,0.0,0.0,M542387570,0.0,0.0,0
202,CASH_OUT,33724.82,C1558383118,10885.0,0.0,C1980553195,106371.98,140096.8,0
14,CASH_OUT,182789.89,C1762220294,79266.0,0.0,C1754065504,91646.37,67729.35,0
142,CASH_OUT,396015.31,C1482356499,43479.0,0.0,C1775599932,378706.44,774721.75,0
183,CASH_OUT,193831.49,C1971629167,0.0,0.0,C2021648254,481131.0,0.0,0
373,CASH_OUT,366376.94,C1968084767,21769.0,0.0,C807118736,24749.54,344817.94,0
169,PAYMENT,11536.93,C1504071909,67861.0,56324.07,M1787453877,0.0,0.0,0
302,PAYMENT,12622.54,C487468357,30055.0,17432.46,M2027915138,0.0,0.0,0
369,PAYMENT,10122.34,C215601737,11007.0,884.66,M1338854178,0.0,0.0,0
605,CASH_OUT,269692.53,C165949141,269692.53,0.0,C895796754,2248741.77,2518434.3,1
179,CASH_OUT,94063.73,C1819829323,0.0,0.0,C594434965,240484.78,334548.51,0
236,PAYMENT,12556.67,C1560348281,174209.41,161652.74,M1415761253,0.0,0.0,0
230,PAYMENT,2753.25,C449116325,0.0,0.0,M619026524,0.0,0.0,0
228,PAYMENT,12905.3,C26659722,0.0,0.0,M1545342155,0.0,0.0,0
330,PAYMENT,8210.12,C600575616,20775.64,12565.52,M800641049,0.0,0.0,0
260,CASH_IN,48062.9,C215124463,5218901.65,5266964.55,C865954620,1324729.2,1276666.3,0
141,PAYMENT,5563.38,C785019663,35969.0,30405.62,M205867284,0.0,0.0,0
329,PAYMENT,45622.3,C827625844,619345.1,573722.8,M1600992973,0.0,0.0,0
384,PAYMENT,1498.22,C1162974707,32316.0,30817.78,M1093836758,0.0,0.0,0
456,TRANSFER,30548.46,C1322381590,30548.46,0.0,C876969670,0.0,0.0,1
279,CASH_IN,4818.43,C418120472,15976.0,20794.43,C987878208,97915.83,93097.4,0
323,PAYMENT,17205.72,C2136917720,206065.0,188859.28,M913556331,0.0,0.0,0
430,CASH_OUT,326394.8,C860160503,326394.8,0.0,C1834699516,16973.41,343368.22,1
284,PAYMENT,7960.72,C1222215093,1197.0,0.0,M801133319,0.0,0.0,0
233,TRANSFER,117744.26,C315583274,157335.0,39590.74,C310637605,0.0,117744.26,0
19,CASH_OUT,192733.3,C2136908323,20733.0,0.0,C769871123,0.0,4531.53,0
251,TRANSFER,1207385.34,C1918528081,62617.0,0.0,C599476630,0.0,1207385.34,0
140,PAYMENT,13085.99,C168252736,20888.0,7802.01,M2093531088,0.0,0.0,0
233,CASH_IN,136753.83,C442329491,10163.0,146916.83,C185941433,0.0,0.0,0
334,CASH_IN,119290.95,C1185135707,11369680.62,11488971.57,C7779406,529475.74,410184.79,0
202,PAYMENT,2881.87,C1186410134,284668.48,281786.62,M1161692929,0.0,0.0,0
250,PAYMENT,28404.01,C40055438,152087.0,123682.99,M288062718,0.0,0.0,0
332,PAYMENT,20514.71,C2145437274,21598.0,1083.29,M271901878,0.0,0.0,0
573,CASH_OUT,155794.25,C513025079,844.0,0.0,C1031471777,0.0,155794.25,0
379,PAYMENT,2709.72,C1839051404,11240.0,8530.28,M722399346,0.0,0.0,0
380,TRANSFER,295743.61,C521852196,0.0,0.0,C841859160,8227237.5,8522981.11,0
18,PAYMENT,1504.49,C1447145058,0.0,0.0,M1660965379,0.0,0.0,0
203,CASH_OUT,4049.84,C1773575711,276694.71,272644.87,C472518174,2241325.48,2245375.32,0
382,PAYMENT,2739.5,C1510005256,15907.0,13167.5,M1456837332,0.0,0.0,0
15,TRANSFER,376404.77,C1771209555,100850.0,0.0,C2071722626,0.0,183275.64,0
9,CASH_IN,200410.73,C489323646,6557212.74,6757623.47,C408536992,796355.98,595945.25,0
256,PAYMENT,8252.19,C963304137,38841.91,30589.72,M1005675236,0.0,0.0,0
353,CASH_IN,63939.36,C1855628774,21336.0,85275.36,C1081200376,36138.18,0.0,0
490,PAYMENT,2702.01,C768929573,18845.0,16142.99,M1078902291,0.0,0.0,0
398,PAYMENT,821.28,C545443918,383128.39,382307.11,M1214376138,0.0,0.0,0
264,PAYMENT,2701.57,C2090420126,0.0,0.0,M679849470,0.0,0.0,0
136,CASH_IN,247192.83,C1437858660,2961178.16,3208370.99,C1174989715,421155.79,173962.96,0
395,CASH_OUT,139999.11,C1028989095,16848.0,0.0,C376903265,3915257.22,4055256.33,0
210,CASH_OUT,272458.62,C1540049862,149338.33,0.0,C778176079,640691.15,913149.77,0
203,CASH_OUT,94903.77,C1041677905,0.0,0.0,C1987730471,1262419.97,1357323.75,0
208,TRANSFER,44075.54,C1713383652,32054.0,0.0,C1856056820,0.0,44075.54,0
254,PAYMENT,5617.03,C1504091302,0.0,0.0,M243606880,0.0,0.0,0
260,CASH_OUT,54990.84,C1209972730,0.0,0.0,C1973519262,1513163.09,1568153.94,0
665,TRANSFER,866712.19,C2071265703,866712.19,0.0,C1234810608,0.0,0.0,1
139,PAYMENT,11169.85,C224735019,11265.0,95.15,M460205798,0.0,0.0,0
403,PAYMENT,27736.25,C1695995485,0.0,0.0,M2013060231,0.0,0.0,0
163,PAYMENT,6933.95,C433080491,0.0,0.0,M66327981,0.0,0.0,0
12,CASH_OUT,1041647.06,C169939918,1041647.06,0.0,C1673501963,52730.33,1094377.39,1
260,CASH_OUT,84667.28,C1451709782,41979.0,0.0,C1131308631,6175736.92,6260404.21,0
182,CASH_OUT,134389.39,C120153124,0.0,0.0,C1274708599,1480612.1,1615001.48,0
346,PAYMENT,39462.42,C1730105828,0.0,0.0,M1650549863,0.0,0.0,0
130,CASH_OUT,71508.82,C1321437719,4556.0,0.0,C1877802310,403747.75,475256.57,0
139,CASH_OUT,167828.32,C1890608807,12778.0,0.0,C721328070,0.0,167828.32,0
403,CASH_OUT,69528.42,C1209920856,4981.0,0.0,C887722153,2532850.42,2602378.84,0
330,PAYMENT,6430.98,C1970454873,0.0,0.0,M1684289076,0.0,0.0,0
399,PAYMENT,32668.16,C362206562,47647.0,14978.84,M822220331,0.0,0.0,0
379,TRANSFER,329935.12,C1872936013,457074.0,127138.88,C533471013,283846.34,613781.47,0
263,CASH_OUT,273408.94,C243815922,273408.94,0.0,C227208955,0.0,273408.94,1
358,CASH_IN,46127.71,C1981667522,676.0,46803.71,C130420702,0.0,0.0,0
310,PAYMENT,24401.67,C320225744,146.0,0.0,M392220153,0.0,0.0,0
133,PAYMENT,20364.43,C324442554,0.0,0.0,M521480606,0.0,0.0,0
19,CASH_IN,432356.21,C556544916,4861078.64,5293434.85,C831794018,2802237.2,2369880.99,0
456,TRANSFER,4017972.88,C571696283,4017972.88,0.0,C340828714,0.0,0.0,1
300,TRANSFER,1013258.31,C1575083823,101770.0,0.0,C1765731722,512780.47,1526038.77,0
139,PAYMENT,3830.37,C1994895893,0.0,0.0,M621031948,0.0,0.0,0
13,CASH_OUT,18334.44,C1058483839,2767.0,0.0,C1065548198,250931.14,269265.58,0
375,PAYMENT,55974.53,C2072838677,30755.0,0.0,M1965939748,0.0,0.0,0
299,CASH_IN,78090.9,C333033351,10923.0,89013.9,C443892496,1960214.43,1882123.53,0
187,PAYMENT,1933.32,C2034641701,19214.0,17280.68,M1817063777,0.0,0.0,0
683,CASH_IN,75717.32,C1904916582,1936.0,77653.32,C2084963342,0.0,0.0,0
183,PAYMENT,9774.45,C1708457140,475.0,0.0,M1563246981,0.0,0.0,0
276,CASH_OUT,38157.03,C865326040,323714.0,285556.97,C175002405,0.0,38157.03,0
381,CASH_OUT,260260.96,C1907854121,0.0,0.0,C1480326885,4169980.72,4430241.68,0
356,CASH_OUT,10079.59,C714127840,0.0,0.0,C358745053,7565780.74,7657973.74,0
681,CASH_IN,62998.07,C994266505,107891.0,170889.07,C557564381,112450.18,49452.11,0
95,TRANSFER,53062.52,C146522698,53062.52,0.0,C1122850221,0.0,0.0,1
40,PAYMENT,3047.23,C1675598343,23365.46,20318.23,M1042326593,0.0,0.0,0
202,CASH_OUT,68920.61,C2005918884,0.0,0.0,C849692985,272345.86,341266.47,0
157,CASH_IN,324576.0,C255313196,1918145.59,2242721.59,C677152894,446804.66,122228.66,0
325,CASH_OUT,418850.85,C718788539,378.0,0.0,C410443282,0.0,418850.85,0
352,PAYMENT,22771.36,C2134464803,40268.0,17496.64,M1863764092,0.0,0.0,0
361,TRANSFER,3421212.04,C398903352,3421212.04,0.0,C2067388128,0.0,0.0,1
240,TRANSFER,272189.49,C1383736850,0.0,0.0,C1592426209,692719.68,964909.17,0
170,TRANSFER,335859.86,C1945733096,335859.86,0.0,C2017325306,0.0,0.0,1
372,CASH_OUT,42119.29,C1560811121,0.0,0.0,C349781301,814296.03,856415.32,0
230,CASH_IN,132189.0,C2132589941,149978.0,282167.0,C344319152,0.0,0.0,0
23,PAYMENT,4991.44,C945809032,14816.0,9824.56,M2028445727,0.0,0.0,0
278,PAYMENT,3329.24,C1745076866,0.0,0.0,M120651954,0.0,0.0,0
66,TRANSFER,107188.41,C1876689114,107188.41,0.0,C1824138036,0.0,0.0,1
404,TRANSFER,101274.57,C798267966,50242.0,0.0,C1260744787,0.0,101274.57,0
308,PAYMENT,13985.45,C607546943,364.0,0.0,M571981800,0.0,0.0,0
253,CASH_IN,134830.33,C332924615,6578371.77,6713202.1,C882202249,2924108.97,2789278.64,0
303,CASH_OUT,234074.15,C1440044355,103919.0,0.0,C1915742013,110368.2,321119.11,0
299,CASH_IN,22059.41,C973412479,26743926.52,26765985.93,C1397263071,1697420.14,1675360.73,0
235,CASH_OUT,116653.03,C1907839406,10914.0,0.0,C960780358,0.0,116653.03,0
346,CASH_IN,66258.94,C1375583671,10274619.55,10340878.49,C1809205982,4220962.1,4154703.15,0
161,PAYMENT,2698.34,C1188947051,194.0,0.0,M906734019,0.0,0.0,0
449,CASH_OUT,59027.89,C377002342,15808.0,0.0,C1995235803,728301.81,787329.71,0
307,PAYMENT,4595.94,C1351465954,54900.68,50304.75,M2010868245,0.0,0.0,0
378,CASH_OUT,229694.29,C336608038,185854.0,0.0,C1184967911,0.0,229694.29,0
6,TRANSFER,30521.02,C903383636,30521.02,0.0,C904300960,0.0,0.0,1
274,PAYMENT,11938.88,C1519527693,36941.16,25002.28,M163272914,0.0,0.0,0
324,PAYMENT,1366.56,C1016779660,0.0,0.0,M1619193582,0.0,0.0,0
307,CASH_OUT,340041.49,C175970781,110.0,0.0,C1191849087,595222.13,935263.62,0
184,CASH_OUT,239422.8,C773916246,0.0,0.0,C313889373,3125468.21,3364891.02,0
16,PAYMENT,7861.31,C532249952,31436.0,23574.69,M54800663,0.0,0.0,0
182,CASH_IN,50199.63,C818133446,31454.0,81653.63,C1157034640,600430.91,550231.28,0
547,PAYMENT,3789.89,C952834747,110555.0,106765.11,M55784832,0.0,0.0,0
153,PAYMENT,11128.37,C958664814,22199.0,11070.63,M176909818,0.0,0.0,0
186,PAYMENT,10601.63,C1882603291,0.0,0.0,M1768189588,0.0,0.0,0
256,CASH_IN,285713.36,C2025784592,8141194.85,8426908.21,C669009703,465194.83,179481.46,0
19,PAYMENT,24530.63,C1569188740,38276.0,13745.37,M2061055681,0.0,0.0,0
132,PAYMENT,20810.63,C603608620,0.0,0.0,M522892238,0.0,0.0,0
307,CASH_OUT,133611.76,C406932853,1252.0,0.0,C1287159606,1158830.56,1292442.32,0
542,TRANSFER,5166393.44,C1707763066,5166393.44,0.0,C190447545,0.0,0.0,1
188,PAYMENT,18256.47,C431566060,658717.69,640461.21,M1701627810,0.0,0.0,0
182,CASH_IN,188831.17,C1456555269,931769.26,1120600.44,C822733921,1204801.26,1015970.09,0
349,CASH_OUT,11149.89,C141316223,0.0,0.0,C2119282369,1906054.57,1917204.45,0
332,PAYMENT,2237.32,C1839836010,0.0,0.0,M1887318766,0.0,0.0,0
299,CASH_IN,485333.81,C535807060,25621.0,510954.81,C655378990,0.0,0.0,0
156,TRANSFER,846335.15,C1405049676,24973.0,0.0,C1660416373,45203.99,891539.13,0
210,CASH_OUT,84175.96,C222007289,0.0,0.0,C1297800307,111130.13,195306.09,0
402,CASH_OUT,15237.59,C1697185911,0.0,0.0,C517300574,395596.83,410834.42,0
132,CASH_OUT,163858.93,C1533493930,5571.0,0.0,C1313512955,0.0,163858.93,0
207,TRANSFER,1410086.77,C1726735446,0.0,0.0,C1102709460,7634642.52,9044729.29,0
129,PAYMENT,27346.22,C455216776,0.0,0.0,M216131981,0.0,0.0,0
44,CASH_IN,248749.64,C345699721,36824.0,285573.64,C1331694179,0.0,0.0,0
131,CASH_OUT,79044.28,C559271820,10735.0,0.0,C974777645,1343144.93,1422189.21,0
132,PAYMENT,722.32,C1903887803,0.0,0.0,M295993502,0.0,0.0,0
40,CASH_OUT,27091.25,C1411823084,12958.0,0.0,C1398454805,5642900.86,5669992.11,0
168,CASH_IN,332262.18,C601503380,3743298.25,4075560.43,C1183613505,491142.09,158879.92,0
358,CASH_OUT,88430.47,C1995719679,0.0,0.0,C2117738625,2763094.34,2851524.81,0
325,CASH_OUT,33010.29,C1241000651,39725.0,6714.71,C1233046292,303816.9,336827.19,0
355,PAYMENT,19148.4,C434455843,50079.0,30930.6,M430943233,0.0,0.0,0
10,PAYMENT,21426.36,C1107502859,2125169.43,2103743.06,M1981883871,0.0,0.0,0
94,CASH_OUT,152891.95,C345444144,151704.86,0.0,C1769858005,1073109.3,1226001.25,0
380,CASH_OUT,75998.27,C459875422,0.0,0.0,C363144668,815677.46,891675.73,0
186,CASH_IN,73609.05,C1051394473,7345139.9,7418748.95,C72220099,243136.59,169527.53,0
381,CASH_OUT,214360.53,C2075949272,1320.0,0.0,C1801895306,11603092.7,11817453.23,0
260,PAYMENT,13283.43,C1625940555,5632.0,0.0,M666301699,0.0,0.0,0
254,PAYMENT,2223.95,C613169438,0.0,0.0,M2013609180,0.0,0.0,0
133,CASH_IN,202247.8,C1720731498,96351.0,298598.8,C184253187,17287329.98,17385905.4,0
236,CASH_IN,209669.76,C1946607371,4196403.29,4406073.05,C1438420552,650182.18,440512.42,0
298,CASH_OUT,417957.18,C701466087,0.0,0.0,C169412807,11863056.76,12281013.94,0
184,TRANSFER,1353347.93,C137613875,608.0,0.0,C1472191474,3914143.36,5267491.29,0
321,CASH_OUT,203874.62,C2016803098,203874.62,0.0,C1127806629,472690.19,676564.81,1
257,CASH_OUT,45214.41,C682062702,354239.0,309024.59,C1673088421,0.0,343188.07,0
256,CASH_IN,165274.92,C1133781495,107532.0,272806.92,C1129146501,297636.74,132361.83,0
87,TRANSFER,115461.48,C1864352304,115461.48,0.0,C238575749,0.0,0.0,1
394,CASH_IN,6230.17,C1847705369,5834.0,12064.17,C1166257441,0.0,0.0,0
253,CASH_IN,234791.23,C143080608,21692583.86,21927375.09,C871931098,457469.82,222678.59,0
274,CASH_OUT,192403.58,C393949956,16050.0,0.0,C22869213,1033265.25,1225668.83,0
14,TRANSFER,143032.0,C1960144830,143032.0,0.0,C801162238,0.0,0.0,1
153,PAYMENT,14017.09,C668820779,144875.26,130858.17,M1976510425,0.0,0.0,0
299,CASH_OUT,41459.73,C237648186,23607.0,0.0,C696269285,0.0,41459.73,0
136,CASH_IN,58933.18,C1023469158,7122.0,66055.18,C1491568319,3585.0,0.0,0
167,PAYMENT,5897.69,C1407071916,36500.0,30602.31,M1037906871,0.0,0.0,0
8,PAYMENT,12391.66,C672753945,0.0,0.0,M1325190369,0.0,0.0,0
703,TRANSFER,13024.95,C641545226,13024.95,0.0,C1380751348,0.0,0.0,1
19,CASH_OUT,35253.56,C935579232,0.0,0.0,C354722733,59523.33,94776.89,0
298,PAYMENT,28360.82,C996335084,118121.45,89760.63,M1588573655,0.0,0.0,0
328,CASH_OUT,2144.88,C1868591129,348277.91,346133.03,C523126423,1411176.01,1473099.51,0
191,PAYMENT,9287.64,C1185954356,159910.0,150622.36,M525728677,0.0,0.0,0
9,CASH_IN,12046.74,C104457093,7491675.28,7503722.03,C843467284,18970.78,6924.04,0
11,CASH_IN,109690.5,C1982065514,623146.0,732836.5,C81847230,105950.42,0.0,0
214,CASH_OUT,171014.99,C659184250,0.0,0.0,C1927518006,281093.64,452108.63,0
42,TRANSFER,1917497.63,C373557981,1917497.63,0.0,C114416170,0.0,0.0,1
18,CASH_OUT,179512.51,C2042070572,0.0,0.0,C89237682,1543345.98,1722858.49,0
209,TRANSFER,2330392.92,C699368753,0.0,0.0,C1871789676,3434995.71,5765388.63,0
279,PAYMENT,9052.77,C1480264150,2483.0,0.0,M1249248184,0.0,0.0,0
13,PAYMENT,665.25,C1914662854,21125.52,20460.27,M876040584,0.0,0.0,0
355,PAYMENT,11664.26,C1382511136,43196.0,31531.74,M974867677,0.0,0.0,0
183,PAYMENT,14339.55,C357709483,0.0,0.0,M1044931811,0.0,0.0,0
11,CASH_OUT,506665.22,C1179566154,1135162.73,628497.51,C2006594920,0.0,626980.87,0
18,CASH_IN,92649.66,C502669640,18957.0,111606.66,C1008577020,1259.0,0.0,0
497,CASH_OUT,224570.45,C1401604030,224570.45,0.0,C1193568854,7449938.25,7674508.7,1
190,PAYMENT,17588.09,C1727973236,0.0,0.0,M1012100354,0.0,0.0,0
298,TRANSFER,41825.87,C1056206348,195444.2,153618.33,C1960278363,110583.73,152409.6,0
46,PAYMENT,6915.47,C1882970802,53135.0,46219.53,M1752149301,0.0,0.0,0
23,CASH_OUT,145226.7,C1880413315,0.0,0.0,C1213847686,385349.93,530576.63,0
194,CASH_OUT,452294.74,C2076837098,452294.74,0.0,C1326387895,71502.94,523797.68,1
184,TRANSFER,90346.05,C1877543118,90346.05,0.0,C248812061,0.0,0.0,1
381,PAYMENT,5695.98,C2127902627,5059.0,0.0,M983948672,0.0,0.0,0
8,PAYMENT,1751.69,C1912073539,29859.0,28107.31,M1555296883,0.0,0.0,0
179,CASH_OUT,137049.26,C1448205341,0.0,0.0,C953599385,1302616.22,1439665.48,0
40,PAYMENT,14433.09,C1089305035,0.0,0.0,M377052215,0.0,0.0,0
12,CASH_OUT,179768.56,C1518762853,0.0,0.0,C44527520,620475.09,800243.65,0
14,CASH_IN,202444.01,C620339061,1474474.54,1676918.55,C1469454215,1925096.14,1722652.13,0
181,CASH_OUT,417419.39,C48767809,0.0,0.0,C686282710,4578262.45,4995681.84,0
231,CASH_IN,77008.22,C777014285,40345.0,117353.22,C507779916,1362378.7,1285370.48,0
